RCHUMS 249,-2%,-2%,-2%,2%,80%,7%,2%,5%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,249
RCHUMS 250,98%,97%,10%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCHUMS,250
RCHUMS 252,92%,94%,24%,15%,53%,21%,6%,2%,1%,-1%,1%,1%,-1%,-1%,-1%,-1%,RCHUMS,252
RCHUMS 258,-2%,-2%,-2%,2%,96%,-1%,-1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,258
RCHUMS 259,-2%,-2%,-2%,-1%,59%,28%,12%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,259
RCHUMS 260,82%,100%,7%,12%,27%,24%,20%,8%,8%,1%,1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,260
RCHUMS 282,-2%,-2%,-2%,14%,60%,19%,5%,-1%,-1%,-1%,2%,-1%,-1%,-1%,-1%,-1%,RCHUMS,282
RCHUMS 291,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCHUMS,291
RCHUMS 301,-2%,-2%,-2%,6%,66%,14%,6%,-1%,3%,-1%,-1%,3%,-1%,3%,-1%,-1%,RCHUMS,301
RCHUMS 303,-2%,-2%,-2%,14%,76%,4%,2%,2%,-1%,2%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,303
RCHUMS 304,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCHUMS,304
RCHUMS 307,71%,84%,7%,10%,55%,18%,10%,6%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,307
RCHUMS 308,-2%,-2%,-2%,-1%,36%,28%,19%,8%,6%,-1%,2%,-1%,-1%,-1%,-1%,-1%,RCHUMS,308
RCHUMS 312,68%,91%,18%,3%,31%,24%,19%,13%,6%,2%,-1%,-1%,-1%,-1%,-1%,2%,RCHUMS,312
RCHUMS 325,99%,100%,21%,9%,83%,4%,2%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,325
RCHUMS 326,100%,93%,-2%,11%,80%,4%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,326
RCHUMS 332,-2%,-2%,-2%,50%,28%,11%,-1%,11%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,332
RCHUMS 334,83%,93%,17%,15%,56%,16%,7%,4%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,334
RCHUMS 337,80%,73%,40%,8%,19%,46%,12%,8%,4%,-1%,-1%,-1%,-1%,-1%,-1%,4%,RCHUMS,337
RCHUMS 341,-2%,-2%,-2%,-1%,85%,9%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,2%,RCHUMS,341
RCHUMS 346,-2%,-2%,-2%,-1%,17%,40%,28%,6%,8%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,346
RCHUMS 347,69%,100%,57%,-1%,32%,21%,11%,16%,6%,5%,5%,1%,1%,1%,-1%,-1%,RCHUMS,347
RCHUMS 354,54%,94%,11%,1%,44%,25%,20%,4%,5%,1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,354
RCHUMS 365,-2%,-2%,-2%,31%,46%,17%,2%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,365
RCHUMS 374,89%,-2%,-2%,46%,9%,27%,18%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,374
RCHUMS 381,-2%,-2%,-2%,14%,64%,21%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,381
RCHUMS 390,-2%,-2%,-2%,2%,85%,9%,-1%,2%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,390
RCHUMS 425,100%,96%,9%,5%,83%,5%,3%,3%,-1%,-1%,1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,425
RCHUMS 426,100%,100%,25%,12%,85%,1%,1%,-1%,-1%,-1%,-1%,-1%,1%,-1%,-1%,-1%,RCHUMS,426
RCHUMS 485,-2%,-2%,-2%,9%,82%,9%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCHUMS,485
RCIDIV 270,82%,88%,45%,22%,43%,16%,6%,5%,2%,1%,2%,1%,-1%,-1%,-1%,-1%,RCIDIV,270
RCIDIV 350,91%,98%,4%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCIDIV,350
RCIDIV 351,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCIDIV,351
RCLANG 150,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,150
RCLANG 151,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,151
RCLANG 153,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,153
RCLANG 154,78%,100%,61%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,154
RCLANG 156,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,156
RCLANG 190,86%,98%,59%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,190
RCLANG 191,95%,100%,57%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,191
RCLANG 193,81%,100%,71%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,193
RCLANG 194,79%,100%,63%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,194
RCLANG 195,92%,100%,67%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,195
RCLANG 196,91%,91%,30%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,196
RCLANG 250,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,250
RCLANG 251,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,251
RCLANG 254,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,254
RCLANG 290,90%,100%,34%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,290
RCLANG 291,95%,100%,37%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,291
RCLANG 294,87%,98%,57%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,294
RCLANG 310,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,310
RCLANG 314,62%,92%,25%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,314
RCLANG 320,79%,92%,45%,-1%,25%,42%,24%,6%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCLANG,320
RCLANG 323,64%,60%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,RCLANG,323
RCLANG 324,87%,99%,18%,12%,34%,29%,16%,6%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCLANG,324
RCLANG 325,77%,100%,40%,25%,54%,14%,7%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCLANG,325
RCNSCI 110,76%,90%,23%,7%,18%,25%,21%,12%,8%,4%,1%,1%,1%,1%,1%,-1%,RCNSCI,110
RCNSCI 202,65%,89%,6%,5%,35%,27%,14%,10%,4%,1%,2%,1%,-1%,-1%,-1%,-1%,RCNSCI,202
RCNSCI 419,90%,95%,21%,5%,42%,21%,16%,10%,4%,1%,-1%,-1%,-1%,-1%,-1%,-1%,RCNSCI,419
RCSSCI 220,72%,62%,54%,1%,24%,29%,11%,24%,4%,1%,4%,2%,-1%,-1%,-1%,-1%,RCSSCI,220
RCSSCI 327,75%,89%,74%,1%,22%,35%,21%,13%,4%,2%,2%,-1%,-1%,-1%,-1%,-1%,RCSSCI,327
RCSSCI 357,90%,97%,30%,4%,49%,26%,10%,4%,4%,-1%,1%,-1%,-1%,-1%,-1%,2%,RCSSCI,357
RCSSCI 360,88%,96%,18%,24%,52%,13%,6%,3%,1%,-1%,1%,-1%,-1%,-1%,-1%,1%,RCSSCI,360
RCSSCI 365,-2%,-2%,-2%,5%,20%,32%,25%,12%,2%,2%,-1%,-1%,-1%,-1%,-1%,-1%,RCSSCI,365
RCSSCI 390,91%,100%,17%,20%,69%,7%,2%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCSSCI,390
RCSSCI 428,86%,100%,43%,12%,75%,11%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCSSCI,428
RCSSCI 460,-2%,-2%,-2%,-1%,56%,15%,20%,9%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCSSCI,460
RCSSCI 461,91%,94%,49%,-1%,33%,33%,24%,5%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,RCSSCI,461
ANATOMY 403,84%,90%,49%,3%,27%,10%,6%,28%,4%,3%,11%,2%,-1%,3%,1%,2%,ANATOMY,403
ANATOMY 510,-2%,-2%,-2%,-1%,94%,-1%,-1%,6%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANATOMY,510
ANATOMY 570,-2%,-2%,-2%,29%,31%,4%,14%,22%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANATOMY,570
ANATOMY 571,-2%,-2%,-2%,-1%,53%,-1%,-1%,47%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANATOMY,571
ANATOMY 613,-2%,-2%,-2%,18%,44%,27%,8%,2%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANATOMY,613
ANATOMY 852,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,ANATOMY,852
ANESTH 599,-2%,-2%,-2%,-1%,100%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,ANESTH,599
BIOINF 463,70%,100%,52%,3%,21%,37%,24%,10%,2%,2%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,463
BIOINF 500,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOINF,500
BIOINF 501,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOINF,501
BIOINF 523,-2%,-2%,-2%,31%,56%,10%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,523
BIOINF 527,72%,81%,25%,10%,50%,16%,11%,9%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,527
BIOINF 528,-2%,-2%,-2%,10%,23%,19%,16%,13%,19%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,528
BIOINF 540,77%,78%,-2%,-1%,92%,7%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,540
BIOINF 568,100%,100%,60%,8%,72%,12%,8%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,568
BIOINF 575,97%,86%,10%,7%,55%,27%,5%,5%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,575
BIOINF 590,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOINF,590
BIOINF 602,58%,76%,24%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOINF,602
BIOINF 603,58%,76%,24%,58%,32%,6%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,603
BIOINF 606,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOINF,606
BIOINF 622,94%,100%,20%,1%,79%,13%,5%,-1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,622
BIOINF 625,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOINF,625
BIOINF 668,83%,88%,13%,18%,43%,28%,8%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOINF,668
BIOLCHEM 212,34%,83%,48%,20%,23%,12%,11%,8%,8%,7%,5%,2%,1%,1%,1%,2%,BIOLCHEM,212
BIOLCHEM 415,60%,87%,63%,5%,15%,12%,13%,20%,11%,6%,6%,4%,2%,3%,1%,2%,BIOLCHEM,415
BIOLCHEM 416,62%,92%,41%,4%,57%,23%,6%,6%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,416
BIOLCHEM 451,77%,89%,45%,9%,20%,15%,11%,17%,10%,6%,4%,3%,-1%,4%,-1%,2%,BIOLCHEM,451
BIOLCHEM 501,72%,83%,13%,3%,42%,20%,11%,20%,2%,-1%,1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,501
BIOLCHEM 505,78%,88%,12%,22%,25%,22%,6%,16%,9%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,505
BIOLCHEM 515,60%,87%,63%,2%,16%,24%,23%,20%,8%,3%,2%,1%,-1%,1%,-1%,1%,BIOLCHEM,515
BIOLCHEM 516,61%,92%,42%,29%,43%,24%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,516
BIOLCHEM 552,70%,84%,7%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOLCHEM,552
BIOLCHEM 591,-2%,-2%,-2%,32%,65%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,591
BIOLCHEM 601,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOLCHEM,601
BIOLCHEM 650,-2%,-2%,-2%,4%,49%,23%,11%,6%,4%,-1%,-1%,-1%,-1%,-1%,-1%,2%,BIOLCHEM,650
BIOLCHEM 660,-2%,-2%,-2%,12%,39%,22%,15%,10%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,660
BIOLCHEM 690,91%,100%,-2%,19%,65%,16%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,690
BIOLCHEM 711,-2%,-2%,-2%,13%,84%,-1%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,BIOLCHEM,711
BIOLCHEM 712,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOLCHEM,712
BIOLCHEM 713,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,BIOLCHEM,713
PIBS 503,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,PIBS,503
PIBS 550,-2%,-2%,-2%,53%,16%,26%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,PIBS,550
PIBS 750,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,PIBS,750
PIBS 800,-2%,-2%,-2%,59%,35%,5%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,PIBS,800
CANCBIO 800,-2%,-2%,-2%,-1%,100%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,CANCBIO,800
CDB 503,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,CDB,503
CDB 530,-2%,-2%,-2%,10%,39%,25%,11%,11%,3%,1%,1%,-1%,-1%,-1%,-1%,-1%,CDB,530
CDB 581,-2%,-2%,-2%,18%,36%,20%,12%,9%,4%,1%,-1%,-1%,-1%,-1%,-1%,-1%,CDB,581
CDB 801,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,CDB,801
CMBIOL 630,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,CMBIOL,630
CMBIOL 850,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,CMBIOL,850
HHCR 700,-2%,-2%,-2%,-1%,100%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HHCR,700
HHCR 710,-2%,-2%,-2%,12%,69%,15%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HHCR,710
HHCR 720,-2%,-2%,-2%,5%,95%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HHCR,720
HHCR 730,-2%,-2%,-2%,1%,98%,-1%,-1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HHCR,730
HHCR 740,-2%,-2%,-2%,1%,98%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HHCR,740
HUMGEN 541,64%,97%,70%,3%,26%,23%,23%,22%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HUMGEN,541
HUMGEN 544,61%,94%,46%,11%,25%,21%,23%,10%,8%,-1%,1%,-1%,-1%,1%,-1%,-1%,HUMGEN,544
HUMGEN 575,97%,86%,10%,7%,55%,27%,5%,5%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HUMGEN,575
HUMGEN 606,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,606
HUMGEN 630,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,630
HUMGEN 632,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,632
HUMGEN 640,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,640
HUMGEN 641,100%,100%,7%,8%,72%,13%,5%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HUMGEN,641
HUMGEN 642,95%,83%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,642
HUMGEN 647,78%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,647
HUMGEN 649,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,649
HUMGEN 650,100%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,650
HUMGEN 659,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,HUMGEN,659
HUMGEN 821,51%,81%,8%,6%,91%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,HUMGEN,821
IMMUNO 815,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,IMMUNO,815
IMMUNO 851,-2%,-2%,-2%,33%,67%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,IMMUNO,851
INTMED 409,-2%,-2%,-2%,19%,22%,34%,12%,12%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,INTMED,409
INTMED 460,83%,97%,27%,16%,15%,19%,16%,15%,5%,7%,2%,1%,1%,-1%,2%,-1%,INTMED,460
INTMED 603,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,INTMED,603
INTMED 604,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,INTMED,604
INTMED 605,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,INTMED,605
INTMED 606,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,INTMED,606
INTMED 607,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,INTMED,607
INTMED 608,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,INTMED,608
INTMED 611,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,INTMED,611
LHS 600,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,LHS,600
LHS 621,93%,92%,61%,27%,30%,20%,3%,10%,10%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,LHS,621
LHS 650,100%,89%,22%,-1%,60%,30%,5%,5%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,LHS,650
LHS 660,45%,70%,36%,-1%,40%,28%,15%,8%,9%,1%,-1%,-1%,-1%,-1%,-1%,-1%,LHS,660
LHS 665,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,LHS,665
LHS 668,83%,88%,13%,18%,43%,28%,8%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,LHS,668
LHS 721,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,LHS,721
MEDEDUC 889,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MEDEDUC,889
MEDADM 515,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MEDADM,515
MICRBIOL 350,54%,94%,7%,46%,31%,13%,6%,2%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MICRBIOL,350
MICRBIOL 405,74%,88%,9%,4%,28%,13%,17%,19%,8%,4%,4%,2%,1%,-1%,-1%,-1%,MICRBIOL,405
MICRBIOL 409,-2%,-2%,-2%,19%,22%,34%,12%,12%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,MICRBIOL,409
MICRBIOL 460,83%,97%,27%,16%,15%,19%,16%,15%,5%,7%,2%,1%,1%,-1%,2%,-1%,MICRBIOL,460
MICRBIOL 532,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MICRBIOL,532
MICRBIOL 550,100%,100%,50%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MICRBIOL,550
MICRBIOL 632,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MICRBIOL,632
MICRBIOL 640,90%,91%,36%,11%,21%,21%,26%,12%,7%,-1%,4%,-1%,-1%,-1%,-1%,-1%,MICRBIOL,640
MICRBIOL 641,88%,100%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MICRBIOL,641
MICRBIOL 812,43%,73%,3%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,MICRBIOL,812
NEUROL 455,-2%,-2%,-2%,6%,46%,40%,6%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROL,455
NEUROL 470,100%,100%,12%,5%,38%,19%,27%,11%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROL,470
NEUROL 471,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,NEUROL,471
NEUROSCI 503,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,NEUROSCI,503
NEUROSCI 570,-2%,-2%,-2%,29%,31%,4%,14%,22%,1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROSCI,570
NEUROSCI 571,-2%,-2%,-2%,-1%,53%,-1%,-1%,47%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROSCI,571
NEUROSCI 601,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,NEUROSCI,601
NEUROSCI 611,-2%,-2%,-2%,6%,27%,22%,22%,20%,3%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROSCI,611
NEUROSCI 612,-2%,-2%,-2%,10%,45%,20%,14%,7%,4%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROSCI,612
NEUROSCI 613,-2%,-2%,-2%,14%,67%,16%,2%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROSCI,613
NEUROSCI 623,-2%,-2%,-2%,22%,36%,23%,14%,1%,1%,1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROSCI,623
NEUROSCI 700,-2%,-2%,-2%,2%,97%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,-1%,NEUROSCI,700
NEUROSCI 701,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,NEUROSCI,701
NEUROSCI 704,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,-2%,NEUROSCI,704
